cpu_percentage,memory,memory_percentage,received,transmitted
37.89055,308936704,1.8493563149398096,1049872,44660
37.01435643564356,347426816,2.0797657508155174,2217618,80597
45.695920398009946,363646976,2.176862842022052,2459216,95536
24.871950000000002,386936832,2.3162805340928485,2851458,139634
36.18107317073171,349581312,2.092662990708103,3159988,174528
40.066884422110554,349732864,2.0935702110047294,3942806,200778
48.72804020100502,349806592,2.0940115614193044,3945385,209529
34.37117647058823,362295296,2.1687714177548405,5190545,250835
43.98715,384778240,2.3033587747327866,6184846,283895
46.71139303482587,385896448,2.3100525893538433,6425591,310704
50.41605,384901120,2.304094358757079,6426845,319521
50.02934673366835,385155072,2.3056145657406155,6476069,322330
31.341691542288558,385499136,2.307674201008633,6941526,389283
32.7046,391557120,2.343938493406225,7896428,456328
50.58515,434749440,2.602496277944837,7962892,532872
36.65133663366337,494923776,2.9627117746405935,9173721,575809
38.942772277227725,431190016,2.5811888607078477,10199127,648882
32.76681592039801,431943680,2.585700442723505,10279309,754408
35.3464039408867,433168384,2.5930317634989475,10791473,792494
22.22945,433803264,2.5968322809577895,11144859,875282
43.8752,438673408,2.625985927787226,11251019,923775
21.470990099009903,451809280,2.704619859984033,11584187,997034
32.43025,478629888,2.8651733330194844,11716545,1028125
32.2079802955665,528850944,3.165806523747595,12473730,1214599
35.744603960396034,544071680,3.256920864889888,12621415,1221331
43.76519801980198,479113216,2.868066630181699,12780590,1228195
49.416666666666664,478171136,2.8624271526621277,12780590,1228195
46.26,482725888,2.8896928004958817,13766018,1272167
27.75417910447761,481857536,2.8844946733908854,13820056,1397550
31.780995024875626,483598336,2.8949154470683545,14267943,1411092
46.96561224489796,484646912,2.9011924307423125,14320089,1443311
41.09522388059702,548777984,3.2850937330202687,15534955,1492505
45.3719801980198,568381440,3.4024439043623076,15693836,1504968
29.948446601941747,481202176,2.880571558594662,16140689,1558027
31.689702970297027,481632256,2.8831461026796834,17066768,1623462
39.51343137254902,482635776,2.8891533722114007,18089882,1676164
43.38746268656716,483024896,2.8914827216216588,18351471,1680520
41.02283582089552,438374400,2.624196006661449,19399255,1723273
34.946960784313724,439078912,2.6284133550673894,20091928,1774275
30.1390099009901,440311808,2.635793714777785,21075307,1832443
37.700696517412936,446210048,2.6711017479437977,22324894,1876193
36.580597014925374,482164736,2.886333633451615,23546963,1919211
37.92686567164179,486240256,2.910730503590631,25957435,1994828
33.39405,489095168,2.92782057242168,28249778,2099001
51.118059701492534,577544192,3.457293953107009,31873702,2117889
46.35939393939394,600571904,3.5951423992593154,32490052,2150355
46.7299,685318144,4.102450181345981,34764028,2180709
51.189846153846155,870154240,5.208915670685898,34779124,2209269
50.14782828282828,1080721408,6.469412454712543,34779718,2209863
42.69838383838384,808837120,4.841859242564226,34793314,2307263
29.304009900990096,809828352,4.8477929536935145,35253470,2478205
24.601492537313433,811470848,4.85762526015155,35270596,2612314
40.647574257425745,811986944,4.860714713053576,35417887,2618773
31.517970297029702,827949056,4.956267077809097,48142436,2705689
48.696403940886704,828985344,4.962470503080626,49867702,2717853
51.70863636363636,1014202368,6.071216302895848,50228934,2724915
51.42845360824742,1224298496,7.328893348162707,50330027,2727159
51.031800000000004,1442050048,8.632397278142955,51219554,2733891
50.25722222222222,1560358912,9.340617576731223,51519827,2760489
50.027449999999995,1173372928,7.024042809028656,51819673,2762535
50.220954773869344,1176055808,7.040103060225697,51821323,2764185
51.11887179487179,1321783296,7.912456674100969,52546330,2769795
51.92459595959596,1528848384,9.151989313435296,55298768,2800469
49.11065,1625133056,9.728368435402974,57509756,2811119
45.765392156862745,1674211328,10.022160694705168,58456250,2936183
49.70492537313433,1713299456,10.25614997283243,58456910,2936645
50.08353233830846,1877598208,11.239674852245688,58487652,2992863
52.537282051282055,2091544576,12.520400196940361,58488906,2994117
52.181875,2291470336,13.717195404463329,58489434,2994645
51.5079381443299,2475151360,14.8167464039749,58490424,2995635
49.87835820895523,2510200832,15.026559487170434,58490490,2995701
49.6548,1834565632,10.982073326938655,59166591,3006723
49.638140703517585,1835941888,10.990311868010725,59424686,3010749
50.1231,1841909760,11.026036732123837,60417630,3016755
50.12705,1895821312,11.348761963048181,60891931,3023421
40.99383084577114,2005270528,12.003946653485,61081583,3090759
30.308613861386142,2022100992,12.104697145345519,64344090,3113439
41.5459405940594,2068164608,12.380443076585085,66723261,3448337
22.386893203883496,2082254848,12.464790044703893,66724515,3448733
33.26965174129353,2101043200,12.577260842018129,66725439,3449657
45.57035175879397,2210156544,13.230434936121881,71014432,3533022
51.541958762886594,2402017280,14.37895131218382,71556747,3543648
50.79265306122449,2598219776,15.553458323770741,71820776,3546156
50.47545454545455,2787450880,16.686233201712835,72423666,3550314
51.576443298969075,2996396032,17.937020276618824,72714177,3552756
49.50736040609137,3147538432,18.841788626497895,73030981,3580608
48.42410891089109,3191803904,19.10677051151532,73030981,3580608
37.684,3224391680,19.301847394757544,73320561,3937632
21.40273631840796,3236724736,19.375675511328975,73320747,3938302
33.92482587064677,3254816768,19.48397799917222,74246072,3946300
43.177064676616915,3293966336,19.718335069311628,81209547,4012438
48.128994974874374,3285680128,19.668732186606878,81722838,4102234
49.7868,3436523520,20.57171061536017,82064890,4108108
49.29756218905473,3489230848,20.887227122846454,82064956,4108240
49.3861,3544698880,21.219269751411833,82064956,4108372
31.53509900990099,3571109888,21.37737127769964,82132904,4283403
44.55844221105528,3606282240,21.587919944919467,88865656,4355901
50.30754901960785,3633532928,21.75104796203994,88870342,4358211
50.31788944723618,3615862784,21.645270979346762,88872718,4360587
