cpu_percentage,memory,memory_percentage,received,transmitted
51.61533333333333,507236352,3.036418782902077,4467,2073
50.76929648241206,521560064,3.1221634027152874,4467,2073
51.509249999999994,357449728,2.1397659370486886,57359,7459
49.96668341708543,385998848,2.310666709167098,57359,7459
51.69156565656565,419045376,2.508489869777044,57359,7459
50.9002538071066,444502016,2.6608784348725845,57429,7459
50.33914141414142,462499840,2.7686170277977338,57429,7459
50.60151515151515,491200512,2.940425020657661,57429,7459
49.81924623115578,503140352,3.0118993034015875,57429,7459
51.12581632653062,527216640,3.1560248039054626,57429,7459
31.741625615763546,541470720,3.241352592567165,57429,7459
0.005202020202020202,541470720,3.241352592567165,57429,7459
0.00385,541470720,3.241352592567165,57429,7459
0,541470720,3.241352592567165,57429,7459
0,541470720,3.241352592567165,57429,7459
0.0081,541470720,3.241352592567165,57429,7459
0.009402985074626866,541470720,3.241352592567165,57429,7459
0,541470720,3.241352592567165,57495,7525
0,541470720,3.241352592567165,57495,7525
0.005024875621890548,541470720,3.241352592567165,57495,7525
0,541470720,3.241352592567165,57495,7525
0,541470720,3.241352592567165,57495,7525
0,541470720,3.241352592567165,57495,7525
0.0038916256157635466,541470720,3.241352592567165,57495,7525
0.00355,541470720,3.241352592567165,57495,7525
0,541470720,3.241352592567165,57495,7525
0,541470720,3.241352592567165,57495,7525
0.00915,541470720,3.241352592567165,57495,7525
0,541470720,3.241352592567165,57495,7525
0,541470720,3.241352592567165,57495,7525
0.0033333333333333335,541470720,3.241352592567165,57495,7525
0.004328358208955224,541470720,3.241352592567165,57495,7525
0.004221105527638191,541470720,3.241352592567165,57561,7591
0,541470720,3.241352592567165,57561,7591
0,541470720,3.241352592567165,57561,7591
3.9447500000000004,456069120,2.730121444981966,57561,7591
3.1646,442626048,2.6496485132613605,57561,7591
2.4082089552238806,442413056,2.648373500327335,57603,7633
0,442413056,2.648373500327335,57673,7633
0.004626865671641791,442413056,2.648373500327335,57673,7633
0.10874999999999999,442417152,2.6483980198068355,57673,7633
0,442417152,2.6483980198068355,57673,7633
0,442417152,2.6483980198068355,57673,7633
0,442417152,2.6483980198068355,57673,7633
0,442417152,2.6483980198068355,57673,7633
0,442417152,2.6483980198068355,57673,7633
0,442417152,2.6483980198068355,57673,7633
0.005024875621890548,442417152,2.6483980198068355,57739,7699
0.0043,442417152,2.6483980198068355,57739,7699
0,442417152,2.6483980198068355,57739,7699
0,442417152,2.6483980198068355,57739,7699
0,442417152,2.6483980198068355,57739,7699
0,442417152,2.6483980198068355,57739,7699
0,442417152,2.6483980198068355,57739,7699
0,442417152,2.6483980198068355,57739,7699
0.004676616915422886,442417152,2.6483980198068355,57739,7699
0.00855,442417152,2.6483980198068355,57739,7699
0,442417152,2.6483980198068355,57739,7699
0.013200000000000002,442417152,2.6483980198068355,57739,7699
0,442417152,2.6483980198068355,57739,7699
0,442417152,2.6483980198068355,57739,7699
0,442417152,2.6483980198068355,57739,7699
0,442413056,2.648373500327335,57805,7765
0,442413056,2.648373500327335,57805,7765
0.0084,442413056,2.648373500327335,57805,7765
0,442413056,2.648373500327335,57805,7765
0,442413056,2.648373500327335,57805,7765
0.00775,442413056,2.648373500327335,57889,7849
0,442413056,2.648373500327335,57889,7849
0,442413056,2.648373500327335,57889,7849
0.00845,442413056,2.648373500327335,57889,7849
0,442413056,2.648373500327335,57889,7849
0.008291457286432161,442413056,2.648373500327335,57889,7849
0,442413056,2.648373500327335,57889,7849
0,442413056,2.648373500327335,57889,7849
39.82845771144279,302497792,1.8108126000701257,159196,16959
48.7089603960396,301531136,1.80502600290801,362798,52737
50.554771573604064,280363008,1.6783093328494825,366267,57493
50.34120603015075,326979584,1.9573655290445493,366267,57493
50.5101,382668800,2.2907323723332,366267,57493
50.2870351758794,418062336,2.502605194696927,366267,57493
51.28771573604061,429899776,2.573466490453341,366267,57493
50.90301507537689,471719936,2.823810376153335,366267,57493
50.539049999999996,484732928,2.901708762526389,366267,57493
50.79276381909548,492605440,2.9488352021263293,366267,57493
51.47020304568528,504504320,3.0200642900752506,366267,57493
51.076565656565656,517517312,3.0979626764483044,366267,57493
49.937462686567166,526905344,3.154161323463425,366267,57493
49.0235960591133,546725888,3.2728110847662926,366267,57493
7.475323383084577,550400000,3.2948050578782313,366267,57493
0,550400000,3.2948050578782313,366267,57493
0,550400000,3.2948050578782313,366267,57493
0.00985,550400000,3.2948050578782313,366399,57625
0,550400000,3.2948050578782313,366399,57625
0.00325,550400000,3.2948050578782313,366399,57625
0.004378109452736319,550400000,3.2948050578782313,366399,57625
3.439849246231156,442437632,2.648520617204338,366399,57625
0.0151,442437632,2.648520617204338,366399,57625
0,442437632,2.648520617204338,366399,57625
0,442437632,2.648520617204338,366399,57625
0.005,442437632,2.648520617204338,366399,57625
0,442437632,2.648520617204338,366469,57625
0,442437632,2.648520617204338,366469,57625
0.00365,442437632,2.648520617204338,366469,57625
0,442437632,2.648520617204338,366469,57625
0.0041,442437632,2.648520617204338,366469,57625
0,442437632,2.648520617204338,366469,57625
0.0034999999999999996,442437632,2.648520617204338,366601,57757
0.00465,442437632,2.648520617204338,366601,57757
0.0030845771144278607,442437632,2.648520617204338,366601,57757
0,442437632,2.648520617204338,366601,57757
0,442437632,2.648520617204338,366601,57757
0.0030499999999999998,442437632,2.648520617204338,366643,57799
0.003880597014925373,442437632,2.648520617204338,366643,57799
0,442437632,2.648520617204338,366643,57799
0,442437632,2.648520617204338,366643,57799
0.004477611940298508,442437632,2.648520617204338,366643,57799
0.02565,442437632,2.648520617204338,366643,57799
