cpu_percentage,memory,memory_percentage,received,transmitted
36.921511335012596,605675520,3.7025120343534628,1440472,261028
27.100025380710658,607477760,3.713529179786042,2375586,593762
24.407828282828284,609546240,3.726173858066616,3547599,656038
31.66209595959596,610656256,3.7329594180944095,3816134,696092
12.002208121827412,609431552,3.725472766993634,4373791,868577
29.825786802030457,607432704,3.7132537511502277,5622927,987779
19.66119592875318,607830016,3.7156825309387735,5974315,1225995
30.33581218274112,609501184,3.725898429430802,7218496,1292469
27.38384422110553,607039488,3.7108500103285738,7971327,1499346
24.87947103274559,608497664,3.7197638825422064,9219539,1617492
13.705303030303032,608133120,3.7175354144887987,9565119,1845544
28.53491094147583,609644544,3.726774793272029,10809300,1912018
24.57175572519084,607285248,3.7123523483421073,11561410,2116597
23.1853807106599,607940608,3.716358583044863,12809556,2235667
10.242417302798982,611000320,3.735062691313357,14156065,2507629
33.029035532994925,609972224,3.728777910623408,14399453,2531522
11.895368956743003,609792000,3.72767619608015,15153411,2736488
25.924545454545456,607784960,3.715407102302959,16421291,3062952
13.880964467005077,610299904,3.730781027974786,17807452,3123944
35.771262626262626,442503168,2.7050347102678547,18058787,3153220
24.394936708860758,424251392,2.5934610737960955,19318362,3375246
27.00368286445013,490881024,3.000769948231936,20499701,3649393
35.485717884130985,501846016,3.067799262602425,20935352,3799934
36.255500000000005,502104064,3.0693767175166355,21448032,3875846
37.68893939393939,500797440,3.0613892870780153,21674560,3905737
20.80208121827411,501772288,3.0673485611983646,22902413,4141524
26.269097744360902,502398976,3.0711795231328756,24077389,4360842
34.0078391959799,501178368,3.0637179109989923,24772941,4557237
25.41316582914573,501510144,3.0657460673172627,25597236,4677038
27.254278481012655,502161408,3.0697272630531263,26624702,4890168
23.93562340966921,503332864,3.076888407584303,27935189,5129415
32.17723618090452,503382016,3.07718887518701,28339987,5235366
38.62267002518892,503848960,3.0800433174127235,28795363,5311872
23.11241116751269,501104640,3.0632672095949323,29986433,5516509
27.882222222222225,500936704,3.0622406119523506,31306584,5779354
30.732267002518892,501424128,3.0652202490125258,31919833,5961986
27.51071065989848,501866496,3.0679244574368862,32657035,6056863
32.98140664961637,503328768,3.0768633686174107,33712828,6271294
28.23829949238579,505139200,3.0879305919837745,34914062,6469588
32.918387909319904,502538240,3.0720308480072114,35436699,6618278
35.95535175879397,502579200,3.0722812376761337,35660146,6696574
29.044556962025315,503033856,3.0750605630011707,36181822,6754316
22.53387755102041,506142720,3.09406513887237,37466504,6987896
32.167146464646464,506351616,3.0953421261838736,37766326,7134097
40.84329949238579,504664064,3.0850260718242764,37832019,7175733
25.37826972010178,506130432,3.0939900219716936,38708407,7581673
22.850354430379745,507629568,3.103154283854248,40055325,7681389
34.05414572864321,509042688,3.111792727432066,40384953,7739661
15.9301269035533,510074880,3.118102547088907,41665661,7965220
29.04566326530612,548835328,3.3550462907900416,41981583,8112073
18.731246819338423,588349440,3.596597204399347,42600569,8476527
26.623934010152283,608092160,3.717285024819876,44267624,8664866
31.14060453400504,607989760,3.71665905064757,44513096,8722864
12.726946564885496,609767424,3.7275259622787966,45887135,8957684
28.57122448979592,609726464,3.7272755726098743,46213521,9109419
23.853035714285713,605888512,3.703814060631858,46836519,9475311
23.12579081632653,608264192,3.7183366614293494,48517302,9656008
32.25972222222222,608714752,3.721090947787494,48667493,9685935
23.531542288557215,608985088,3.722743519602381,48669285,9686800
16.247705735660848,607002624,3.7106246596265438,48681474,9706091
30.242907268170427,614027264,3.7535664878467117,49121910,9852660
27.64715012722646,615796736,3.7643833215441536,50290847,10165048
28.800710659898478,618139648,3.7787056106065067,51085549,10331775
9.730201005025126,650375168,3.9757622800483254,51899236,10606881
30.453527918781724,722407424,4.416097551815012,52800728,10775077
15.138575000000001,750333952,4.586813228086209,52957225,10785043
16.476513994910942,814985216,4.982028281513105,53738384,11017064
22.091616161616162,843190272,5.154446607532973,54598706,11226191
28.07744303797468,842928128,5.152844113651871,55355833,11377283
16.148508997429307,845578240,5.169044325231141,56671709,11765668
30.360879396984924,846192640,5.172800170264975,57217226,11813481
14.966005154639175,846843904,5.1767813660008395,57989429,12040119
23.488651399491093,844451840,5.162158609335779,59556326,12161552
12.229236641221373,846196736,5.172825209231867,60653988,12444058
29.07002538071066,844574720,5.162909778342546,61010010,12492909
13.762411167512688,846020608,5.171748533655501,62299505,12696188
17.491811224489794,846594048,5.175253989020414,63242070,13023761
22.73763959390863,847552512,5.181113107273195,64502741,13100733
27.592405063291135,843689984,5.157501361493825,65046326,13182232
19.904111675126902,843542528,5.156599958685704,66047168,13348047
14.370618556701032,843735040,5.157776790129639,66888076,13644756
20.912791878172587,844914688,5.1649880125946,67983124,13711242
19.726683544303796,845467648,5.168368273125051,68565362,13808627
5.074289340101522,845701120,5.169795494237907,68943627,13942300
23.47199494949495,843407360,5.1557736727782615,70218441,14274886
2.3830379746835444,846213120,5.172925365099436,71319503,14316517
30.036138107416882,846258176,5.17320079373525,71829309,14372838
14.61949494949495,845385728,5.167867493787207,72594257,14574071
22.209640102827763,846708736,5.175955080093395,73830166,14678317
17.441813602015113,845287424,5.167266558581793,75266926,14965720
28.22428934010152,844361728,5.16160775206415,75592929,15012550
8.372106598984772,844886016,5.164812739826355,76390822,15201988
14.334395886889459,845414400,5.168042766555452,77489193,15525903
14.65553846153846,847683584,5.181914354213745,79026822,15602382
24.14827319587629,843812864,5.158252530500591,79798793,15683221
14.943172588832487,844083200,5.159905102315478,81053242,15916953
8.460051282051282,846827520,5.17668121013327,82390977,16188308
