cpu_percentage,memory,memory_percentage,received,transmitted
26.065199004975128,369709056,2.260042190659213,6180,222
24.286451612903225,377098240,2.3052124869327892,6254,330
25.834158415841586,392622080,2.400110171454326,6328,384
24.994887780548627,404578304,2.4731989158127337,6402,438
24.678094059405943,413466624,2.527533473968864,6476,492
24.906259351620946,428257280,2.6179491834166924,6592,588
19.98694789081886,450351104,2.7530093708333596,7245,2699
24.90118686868687,492658688,3.011636859863162,751266,81454
25.14073417721519,506634240,3.0970698148994376,1308395,251032
18.85728426395939,507912192,3.104881972569812,2280621,350380
25.038137755102042,510504960,3.120731638612591,3178137,649626
25.122241813602013,512782336,3.1346533042046687,3623954,672704
21.16904282115869,539328512,3.296930848633185,4382390,879301
14.215203045685278,581529600,3.55490732452379,5140492,930573
18.480511508951405,616767488,3.77031755669761,6007352,1276135
20.93288944723618,618475520,3.7807588058916686,7252199,1343869
20.78390977443609,618733568,3.782336260805879,8000207,1422641
12.526572890025575,619413504,3.7864927293099884,8749840,1590588
12.797737789203085,619991040,3.790023223641793,9594527,1884590
0.03105527638190955,619941888,3.789722756039086,9595121,1885778
26.4003807106599,617148416,3.7726461806185876,10841378,1957646
18.172493638676844,617103360,3.7723707519827734,11602071,2162151
13.48497461928934,618070016,3.7782799481693385,12848171,2269407
10.075736040609137,619909120,3.7895224443039477,13956823,2524229
26.659122807017543,621629440,3.800038810398683,14444242,2576715
12.71240409207161,624132096,3.815337619169833,15202485,2780750
16.370455696202534,666193920,4.072462770186102,16116489,2886884
10.767857142857142,667254784,4.078947862611189,16788357,3121536
15.321377551020406,670244864,4.097226308442513,17833577,3170384
22.576974999999997,668884992,4.088913371434295,18287333,3227731
13.993,670048256,4.096024438031687,19446572,3418097
24.966874999999998,667394048,4.079799187485524,19654169,3557709
18.998101265822783,668905472,4.089038566268756,20403990,3862372
21.65264483627204,669995008,4.0956989314620875,21530105,3919038
25.0214,669880320,4.094997840389106,21649249,3931849
13.828051282051282,670359552,4.097927399515497,22403123,4136427
19.79677749360614,670904320,4.1012575821121615,23652071,4313461
10.495051020408164,672022528,4.10809322007374,24365357,4592416
24.764773869346733,711958528,4.352223147272944,25250450,4650904
24.605199004975127,705445888,4.312411189914305,25250780,4652351
19.193494897959184,706367488,4.318044957465055,26020026,4875499
21.235746835443038,707670016,4.326007348936782,26888037,4987309
22.208115577889448,708280320,4.329738155003724,28224956,5377529
25.26590330788804,708673536,4.332141895825378,28880021,5417497
22.05494974874372,708673536,4.332141895825378,29173867,5471252
11.94796915167095,709861376,4.339403196224124,30311167,5657047
21.094410256410256,712507392,4.355578368836502,30915389,6019081
15.252055837563452,715235328,4.372254320786725,32246552,6106002
25.375365239294712,714493952,4.367722267779231,32485680,6128566
24.240680100755668,714420224,4.367271566375171,32664695,6160308
17.07798982188295,716193792,4.378113439039505,33379884,6354903
25.101608040201008,712056832,4.352824082478357,33921650,6406612
19.17361111111111,712830976,4.357556447220988,34826949,6559747
12.178188775510204,714203136,4.365944501129883,35467063,6854294
25.11942065491184,714534912,4.367972657448154,36011543,6885884
24.90282878411911,557076480,3.405424692177201,36106328,6897574
15.904794871794872,537251840,3.2842360924188267,36881070,7103632
19.62685929648241,535506944,3.2735694925227383,37742082,7273609
24.283391959798994,538218496,3.2901452886053923,37995567,7335787
17.306301020408164,538255360,3.2903706393074224,38823457,7729213
21.045736040609135,539607040,3.298633498381857,40319203,7840405
25.912110552763817,540413952,3.3035661748596254,40321066,7841337
25.974713216957607,542351360,3.3154096061996485,40321066,7841337
23.54151364764268,536875008,3.2819325074647416,40345750,7890705
24.690099255583124,535048192,3.270765128230809,40353472,7906149
22.146370558375633,537198592,3.283910585849228,41402825,8174796
25.86172588832487,538152960,3.2897446651351165,42015574,8290519
23.568721804511277,538767360,3.2935005101689505,42017340,8291326
2.5869727047146402,538984448,3.2948275754142387,42019122,8292189
2.5405236907730675,538337280,3.2908714186452666,42031626,8314640
2.5587999999999997,538284032,3.290545912075668,42037683,8324278
1.847089552238806,537960448,3.288567833691182,42039333,8325075
2.298009950248756,538013696,3.288893340260781,42041002,8325876
2.284937655860349,538734592,3.293300198433813,42042662,8326675
2.5815211970074814,542212096,3.3145582813253123,42044327,8327475
2.926044776119403,547667968,3.3479101852257576,42046032,8328283
2.705422885572139,552574976,3.3779068675626447,42047661,8329076
2.285561097256858,554848256,3.3918034941878297,42049291,8329869
3.167915632754342,560652288,3.4272837102741143,42050981,8330674
2.6812,565583872,3.457430626412354,42052666,8331478
3.038358208955224,571559936,3.493962479108112,42054407,8332346
2.603697270471464,576626688,3.5249356811537957,42056092,8333150
3.1362344139650875,582627328,3.561617767650907,42057813,8333961
2.64025,587182080,3.5894610988350624,42059508,8334767
3.0948507462686567,592429056,3.621536015424004,42061133,8335559
2.3871641791044778,597065728,3.6498801259460034,42062788,8336357
3.2750000000000004,604319744,3.694224136312136,42064451,8337157
3.1522,609689600,3.727050221907844,42066081,8337950
2.5942643391521196,614088704,3.753942072350095,42067761,8338753
2.9776059850374064,621387776,3.7985615113520415,42069435,8339555
2.432183622828784,623939584,3.814160787725898,42071090,8340353
3.121025,631336960,3.8593811619332583,42072750,8341152
3.413067331670823,639524864,3.9094340567508183,42074370,8341943
3.2887064676616915,647749632,3.959712302270409,42076015,8342739
3.264726368159204,656084992,4.010666599896089,42077676,8343538
4.051521197007482,664342528,4.061145157150816,42079408,8344404
3.030696517412935,672706560,4.112274727544742,42081107,8345211
3.351645885286783,680853504,4.162077232693379,42082777,8346012
3.6927611940298504,689229824,4.213281919987981,42084417,8346807
