name;id;error;errorDescription;failures;hash;httpRequests;httpRequestsMax;httpRequestsMin;replication;results;resultsMax;resultsMin;time;timeMax;timeMin;timestamps;timestampsMax;timestampsMin
interactive-discover-1;0;false;;0;d632b8166f912f4afd062d64186f2dc6;51;51;51;5;6;6;6;1665.8;2220;1450;601.4 614.6 614.6 614.6 1665.4 1665.4;932 972 972 972 2220 2220;478 478 478 478 1449 1449
interactive-discover-1;1;false;;0;e00f199d535cd1710bf9be67f04f39e4;50;50;50;5;4;4;4;573.2;652;501;139.8 146 146 148.2;153 156 156 165;128 132 132 132
interactive-discover-1;2;false;;0;c4499554f796e968a069e67a8f5d9d1c;43;43;43;5;1;1;1;438.8;500;407;93.6;125;79
interactive-discover-1;3;false;;0;6c0a9fe8be642ee232c10c9996912b97;30;30;30;5;14;14;14;804;894;753;333.4 334.8 334.8 343 344.8 348.4 349 351.2 351.2 354.8 356.8 357.8 362.4 362.6;537 537 537 578 578 578 578 581 581 581 581 585 585 585;154 159 159 159 160 160 161 168 168 169 169 170 170 170
interactive-discover-1;4;false;;0;7536d3a2c1abc2a9ac92b1860efa3282;45;45;45;5;8;8;8;1478.6;1720;1386;547.4 556 614.2 617.8 619.2 622.2 630.4 632.8;730 741 776 776 776 776 800 800;477 480 480 480 487 487 487 487
interactive-discover-2;0;false;;0;18ff3becda1d7305aaa0da5860ca7511;51;51;51;5;66;66;66;1725.2;1852;1655;761 761.8 762 762.2 768.8 769.2 769.8 769.8 772.4 774.6 775.4 775.6 777.2 782.8 784.8 786.6 788.4 788.4 790 792.4 794.4 795.4 801.8 801.8 803.4 806 810.8 812 814.6 817.8 821.2 825.6 829 830 831 838.2 849 852.6 856.8 858.6 862.4 877.6 879.6 884.4 887.4 887.4 895 901.6 911.6 912.6 917 917.4 923 929 933.2 941.6 943.4 948.4 953.8 958.4 968.4 976 979.4 986.2 1724.2 1724.4;825 825 825 826 857 857 857 857 865 865 865 865 869 869 869 869 878 878 878 878 888 888 893 893 900 900 900 900 906 906 912 919 919 924 928 935 938 945 954 963 963 982 982 982 987 987 998 998 1016 1016 1021 1022 1026 1028 1036 1044 1048 1055 1058 1065 1065 1077 1079 1087 1851 1851;707 707 708 708 709 709 712 712 712 712 716 717 717 717 722 726 726 726 731 731 731 731 735 735 735 744 744 744 744 760 760 760 766 766 766 766 775 783 790 790 795 797 798 816 822 822 822 827 845 845 849 850 852 866 866 871 873 873 881 890 917 926 926 933 1654 1654
interactive-discover-2;1;false;;0;f6a5ba863b07324a44f8e492bf9ab0e1;50;50;50;5;46;46;46;566.4;616;538;138.4 149.4 153 153 547.4 552.4 552.4 553.2 554.4 554.8 555.2 555.8 556.4 556.6 557 557 557.4 557.6 558.6 558.8 560.2 560.2 561 561 561.6 561.6 562.2 562.4 562.4 562.6 562.8 563 563.6 563.6 563.8 564.6 564.6 564.6 564.6 564.8 565.2 565.4 565.4 566 566 566;158 165 177 177 602 602 602 602 603 603 605 605 605 605 605 605 606 606 606 607 607 607 609 609 609 609 610 610 610 611 611 612 612 612 612 613 613 613 613 613 613 613 613 616 616 616;118 123 124 124 525 525 525 525 526 527 527 529 529 530 530 530 530 531 531 531 533 533 534 534 535 535 535 536 536 536 536 536 536 536 537 537 537 537 537 537 538 538 538 538 538 538
interactive-discover-2;2;false;;0;113587781a953fec190d8e3339b06c26;43;43;43;5;32;32;32;442;481;421;82.4 419.4 434.2 434.4 434.8 435.2 436 436.2 436.2 437 437.4 437.4 437.8 438.4 438.8 439 439 439.8 439.8 439.8 440 440.2 440.2 440.2 440.2 440.8 440.8 440.8 440.8 441.2 441.4 441.4;89 461 473 473 474 474 475 475 475 475 476 476 477 478 478 478 478 479 479 479 479 479 479 479 479 480 480 480 480 480 480 480;73 399 414 414 414 414 415 415 415 418 418 418 418 419 419 419 419 420 420 420 420 420 420 420 420 421 421 421 421 421 421 421
interactive-discover-2;3;false;;0;23320e2cdf40e8165aa7fdff74171184;30;30;30;5;198;198;198;936;1025;856;402.6 505.6 505.6 505.6 508.4 509.4 509.4 510.4 513.4 514.2 514.2 514.2 515.8 516.8 516.8 516.8 522 522 524.8 539.8 545.2 546.8 548 551.8 557 558.2 559.6 559.6 561.8 564.2 564.8 569 571 576.8 577.2 580 582.6 582.6 585.2 587.4 589.4 590.2 594.6 595.6 600.6 608.2 612.6 613.6 619.2 621.6 622.6 623.4 626 626 626.8 635.8 636.6 652.8 652.8 654 658.4 661.6 661.6 661.6 664 669.6 674.6 674.6 677.8 678 682.8 684.2 685.4 685.4 687.6 692.2 693.8 696 699.4 705.6 706.6 708.8 710.4 714.8 715.8 715.8 720.4 724.8 731.6 733.4 734.2 738.6 742.4 744.4 744.4 747.8 751.6 754.2 756.6 761.6 762.4 769.4 769.4 770.8 776.6 778.8 778.8 783.6 788.2 792 797.2 797.8 803.8 805 806.6 809.6 814.2 815.6 818.6 823.6 829.4 830 842.6 845.2 850.2 852 857.2 860.8 866.4 868.8 875.6 875.8 882 882.6 885.4 887.2 889.2 892.6 896.2 900.4 901.4 905.6 906.8 909.6 910.4 912.2 913 913.4 914.8 915 916.8 916.8 917.2 917.8 918.4 918.6 918.8 919.4 920.2 920.6 921 922.4 922.6 924 924.8 925.6 925.8 926 926.2 927 927.8 928 928.6 929.4 929.8 930 930.4 930.6 931 931 931.2 931.6 932 932.8 933.2 933.4 934 934.2 934.6 934.6 934.6 934.6 935 935.2 935.2 935.6 935.6 936;544 561 561 561 561 566 566 570 570 574 574 574 574 579 579 579 584 584 584 608 608 612 612 612 612 615 615 615 615 622 622 632 632 637 639 639 639 639 647 647 652 652 657 657 668 668 668 668 675 675 680 680 680 680 684 701 701 720 720 720 720 728 728 728 733 733 740 740 750 750 750 750 754 754 754 761 761 772 772 778 778 778 778 784 784 784 790 790 807 807 807 807 813 813 813 819 819 821 833 833 833 839 839 839 845 845 845 859 862 865 875 875 875 875 881 884 888 888 901 904 904 904 926 926 926 935 935 935 947 947 960 960 968 968 968 974 974 974 980 990 992 994 994 994 997 997 998 998 1001 1001 1002 1002 1003 1003 1005 1005 1006 1006 1008 1008 1008 1009 1010 1010 1013 1013 1013 1013 1014 1014 1016 1016 1017 1017 1018 1018 1019 1019 1019 1019 1020 1020 1020 1021 1021 1021 1022 1022 1022 1022 1022 1022 1024 1025 1025 1025 1025 1025;171 462 462 462 468 468 468 469 469 469 469 469 471 471 471 471 474 474 474 474 493 493 493 507 516 516 520 520 523 523 526 526 526 532 532 532 538 538 543 543 543 547 547 547 552 556 567 567 572 572 572 572 576 576 576 581 581 600 600 600 600 604 604 604 604 611 611 611 612 613 627 633 633 633 633 636 636 636 636 640 640 651 659 659 659 659 664 664 664 664 668 668 681 687 687 687 687 693 693 693 693 698 698 704 720 720 720 720 725 725 725 725 731 731 733 745 753 753 753 753 762 762 762 762 773 773 799 799 807 807 807 807 810 810 810 810 815 818 830 830 833 833 833 833 834 834 834 834 835 835 841 841 841 841 841 841 841 841 842 842 844 847 847 847 847 848 848 848 848 848 848 848 850 852 852 852 852 852 852 852 852 853 853 854 854 855 855 855 855 855 855 855 855 855 855 856 856 856
interactive-discover-2;4;false;;0;a7ea80830c1f3358609f53e0ce62fd9a;45;45;45;5;98;98;98;1767.6;1884;1685;604.6 605.4 605.4 606 610.6 614.4 643.6 646.4 646.4 650.2 657.2 660 660 666.2 670.4 673 682 685.6 687.2 693.2 708 709 712.4 716.4 719.8 724.4 724.4 728.4 768.2 769.2 770.6 770.6 813.6 831.4 835.8 841 841.8 849.4 867.4 881.4 891.4 892.4 895.8 899.4 901.6 913.6 920.4 921.4 925.6 931.8 935.2 943.2 950.2 952.8 957.4 962.8 967.4 973.2 978.4 984 988 994.8 1000 1006.2 1012 1017.6 1022.2 1028.8 1033.2 1040.4 1056.8 1065.6 1070.4 1076.4 1083.2 1088.8 1095.4 1101 1107.8 1114.4 1119.2 1125.4 1131 1137.6 1144.4 1150.4 1157 1162.8 1169.8 1175.8 1182.8 1188.2 1194.2 1200.4 1202.8 1208.2 1214.4 1223.2;740 740 740 743 743 743 743 747 747 759 759 764 764 772 774 777 783 783 791 791 809 809 810 813 818 827 827 827 834 836 843 843 855 862 862 867 871 888 902 948 961 961 961 971 973 987 989 989 992 1000 1013 1015 1022 1022 1027 1027 1032 1040 1040 1052 1055 1063 1067 1075 1077 1080 1090 1098 1100 1109 1113 1121 1124 1134 1137 1146 1148 1159 1162 1170 1173 1183 1186 1194 1197 1207 1210 1220 1224 1235 1238 1248 1251 1260 1260 1265 1270 1278;509 509 509 509 512 512 512 516 516 516 516 525 525 525 525 535 543 543 543 543 567 567 567 567 576 576 576 576 665 665 665 665 767 773 773 794 794 794 794 801 816 817 821 821 821 824 842 844 847 847 849 857 866 868 876 876 884 893 900 903 903 915 918 925 929 937 940 948 948 960 997 1007 1007 1015 1018 1028 1031 1039 1043 1051 1054 1064 1067 1076 1079 1089 1092 1100 1103 1113 1116 1124 1129 1137 1137 1143 1146 1156
