query	config	error	httprequests	firstresult	lastresult	termination	diefficiency	restarts
interactive short 1.1	cardinality unlimited	false	1561	7.331	7.331	12.304	3.666	0
interactive short 1.1	overhead simple	false	52	0.076	0.076	0.697	0.038	0
interactive short 1.1	overhead	false	52	0.06	0.06	0.664	0.03	0
interactive short 1.1	timeout 100 void simple	false	21	0.056	0.056	0.17	0.028	0
interactive short 1.1	timeout 100 void	true	238			0.222		0
interactive short 1.1	timeout 100	true	56			0.209		0
interactive short 1.1	timeout 1000 void simple	false	61	0.055	0.055	0.709	0.028	0
interactive short 1.1	timeout 1000 void	false	52	0.042	0.042	1.2	0.021	0
interactive short 1.1	timeout 1000	true	274			1.415		0
interactive short 1.1	timeout 10000 void simple	false	52	0.064	0.064	0.668	0.032	0
interactive short 1.1	timeout 10000 void	false	52	0.097	0.097	0.568	0.049	0
interactive short 1.1	timeout 10000	false	1143	5.343	5.343	9.836	2.671	0
interactive short 1.1	timeout 2000 void simple	false	52	0.103	0.103	0.655	0.051	0
interactive short 1.1	timeout 2000 void	true	406			2.613		0
interactive short 1.1	timeout 2000	true	1294			3.927		0
interactive short 1.1	timeout 20000 void simple	false	52	0.083	0.083	0.65	0.042	0
interactive short 1.1	timeout 20000 void	false	348	1.449	1.449	2.25	0.725	0
interactive short 1.1	timeout 20000	false	1309	2.195	2.195	2.615	1.097	0
interactive short 1.1	timeout 5000 void simple	false	52	0.142	0.142	0.713	0.071	0
interactive short 1.1	timeout 5000 void	false	792	1.745	1.745	4.981	0.873	0
interactive short 1.1	timeout 5000	true	1094			8.541		0
interactive short 1.2	baseline	false	45	0.092	0.092	0.393	0.046	0
interactive short 1.2	cardinality once void simple	true	83			2.025		0
interactive short 1.2	cardinality once void	true	402			2.694		0
interactive short 1.2	cardinality once	false	1957	18.537	18.537	18.956	9.268	0
interactive short 1.2	cardinality unlimited void simple	false	49	0.018	0.018	0.784	0.009	0
interactive short 1.2	cardinality unlimited void	true	513			2.255		0
interactive short 1.2	cardinality unlimited	false	1655	5.343	5.343	11.318	2.671	0
interactive short 1.2	overhead simple	false	45	0.058	0.058	0.615	0.029	0
interactive short 1.2	overhead	false	45	0.02	0.02	0.511	0.01	0
interactive short 1.2	timeout 100 void simple	true	45			0.122		0
interactive short 1.2	timeout 100 void	true	221			0.159		0
interactive short 1.2	timeout 100	false	49	0.014	0.014	0.138	0.007	0
interactive short 1.2	timeout 1000 void simple	false	45	0.218	0.218	0.648	0.109	0
interactive short 1.2	timeout 1000 void	false	45	0.056	0.056	1.107	0.028	0
interactive short 1.2	timeout 1000	true	506			1.696		0
interactive short 1.2	timeout 10000 void simple	false	45	0.054	0.054	0.652	0.027	0
interactive short 1.2	timeout 10000 void	false	45	0.113	0.113	0.673	0.057	0
interactive short 1.2	timeout 10000	true	2540			10.561		0
interactive short 1.2	timeout 2000 void simple	false	45	0.07	0.07	0.56	0.035	0
interactive short 1.2	timeout 2000 void	false	612	1.124	1.124	2.108	0.562	0
interactive short 1.2	timeout 2000	true	1112			5.039		0
interactive short 1.2	timeout 20000 void simple	false	45	0.202	0.202	0.586	0.101	0
interactive short 1.2	timeout 20000 void	false	332	1.314	1.314	1.739	0.657	0
interactive short 1.2	timeout 20000	false	1178	0.349	0.349	2.03	0.174	0
interactive short 1.2	timeout 5000 void simple	false	45	0.06	0.06	0.626	0.03	0
interactive short 1.2	timeout 5000 void	true	669			5.603		0
interactive short 1.2	timeout 5000	false	1256	1.986	1.986	6.7	0.993	0
interactive short 1.3	baseline	false	32	0.064	0.064	0.362	0.032	0
interactive short 1.3	cardinality once void simple	false	32	0.019	0.019	2.518	0.009	0
interactive short 1.3	cardinality once void	true	500			1.254		0
interactive short 1.3	cardinality once	false	2061	6.234	6.234	10.571	3.117	0
interactive short 1.3	cardinality unlimited void simple	false	48	0.023	0.023	0.646	0.011	0
interactive short 1.3	cardinality unlimited void	true	453			0.863		0
interactive short 1.3	cardinality unlimited	false	1647	9.125	9.125	12.772	4.562	0
interactive short 1.3	overhead simple	false	32	0.159	0.159	0.499	0.08	0
interactive short 1.3	overhead	false	32	0.033	0.033	0.444	0.017	0
interactive short 1.3	timeout 100 void simple	true	50			0.147		0
interactive short 1.3	timeout 100 void	true	200			0.119		0
interactive short 1.3	timeout 100	true	41			0.166		0
interactive short 1.3	timeout 1000 void simple	false	32	0.118	0.118	0.459	0.059	0
interactive short 1.3	timeout 1000 void	false	32	0.035	0.035	1.032	0.018	0
interactive short 1.3	timeout 1000	true	396			1.908		0
interactive short 1.3	timeout 10000 void simple	false	32	0.094	0.094	0.45	0.047	0
interactive short 1.3	timeout 10000 void	false	32	0.112	0.112	0.54	0.056	0
interactive short 1.3	timeout 10000	false	1279	3.879	3.879	9.606	1.94	0
interactive short 1.3	timeout 2000 void simple	false	32	0.048	0.048	0.446	0.024	0
interactive short 1.3	timeout 2000 void	true	539			2.661		0
interactive short 1.3	timeout 2000	true	729			3.239		0
interactive short 1.3	timeout 20000 void simple	false	32	0.058	0.058	0.511	0.029	0
interactive short 1.3	timeout 20000 void	false	387	1.359	1.359	1.707	0.679	0
interactive short 1.3	timeout 20000	false	1076	0.484	0.484	2.032	0.242	0
interactive short 1.3	timeout 5000 void simple	false	32	0.077	0.077	0.446	0.038	0
interactive short 1.3	timeout 5000 void	true	418			4.941		0
interactive short 1.3	timeout 5000	true	1396			9.174		0
interactive short 1.4	baseline	false	47	0.107	0.107	0.482	0.053	0
interactive short 1.4	cardinality once void simple	true	37			1.655		0
interactive short 1.4	cardinality once void	true	532			1.778		0
interactive short 1.4	cardinality once	false	1612	3.813	3.813	10.362	1.907	0
interactive short 1.4	cardinality unlimited void simple	true	53			0.79		0
interactive short 1.4	cardinality unlimited void	true	427			4.302		0
interactive short 1.4	cardinality unlimited	false	1848	6.423	6.423	12.261	3.212	0
interactive short 1.4	overhead simple	false	47	0.206	0.206	0.65	0.103	0
interactive short 1.4	overhead	false	47	0.12	0.12	0.57	0.06	0
interactive short 1.4	timeout 100 void simple	true	27			0.204		0
interactive short 1.4	timeout 100 void	true	158			0.26		0
interactive short 1.4	timeout 100	true	45			0.186		0
interactive short 1.4	timeout 1000 void simple	false	47	0.184	0.184	0.613	0.092	0
interactive short 1.4	timeout 1000 void	false	47	0.518	0.518	0.836	0.259	0
interactive short 1.4	timeout 1000	true	339			2.116		0
interactive short 1.4	timeout 10000 void simple	false	47	0.117	0.117	0.658	0.059	0
interactive short 1.4	timeout 10000 void	false	47	0.269	0.269	0.594	0.135	0
interactive short 1.4	timeout 10000	false	1574	2.56	2.56	5.901	1.28	0
interactive short 1.4	timeout 2000 void simple	false	47	0.285	0.285	0.678	0.142	0
interactive short 1.4	timeout 2000 void	false	543	0.975	0.975	3.043	0.487	0
interactive short 1.4	timeout 2000	true	676			3.215		0
interactive short 1.4	timeout 20000 void simple	false	47	0.302	0.302	0.649	0.151	0
interactive short 1.4	timeout 20000 void	false	608	1.271	1.271	2.599	0.635	0
interactive short 1.4	timeout 20000	false	981	0.725	0.725	1.943	0.362	0
interactive short 1.4	timeout 5000 void simple	false	47	0.422	0.422	0.653	0.211	0
interactive short 1.4	timeout 5000 void	false	888	1.073	1.073	4.642	0.536	0
interactive short 1.4	timeout 5000	true	1065			5.982		0
interactive short 2.0	baseline	true	0			0		0
interactive short 2.0	cardinality once void simple	true	0			0		0
interactive short 2.0	cardinality once void	true	0			0		0
interactive short 2.0	cardinality once	true	0			0		0
interactive short 2.0	cardinality unlimited void simple	true	0			0		0
interactive short 2.0	cardinality unlimited void	true	0			0		0
interactive short 2.0	cardinality unlimited	true	0			0		0
interactive short 2.0	overhead simple	true	0			0		0
interactive short 2.0	overhead	true	0			0		0
interactive short 2.0	timeout 100 void simple	true	0			0		0
interactive short 2.0	timeout 100 void	true	0			0		0
interactive short 2.0	timeout 100	true	0			0		0
interactive short 2.0	timeout 1000 void simple	true	0			0		0
interactive short 2.0	timeout 1000 void	true	0			0		0
interactive short 2.0	timeout 1000	true	0			0		0
interactive short 2.0	timeout 10000 void simple	true	0			0		0
interactive short 2.0	timeout 10000 void	true	0			0		0
interactive short 2.0	timeout 10000	true	0			0		0
interactive short 2.0	timeout 2000 void simple	true	0			0		0
interactive short 2.0	timeout 2000 void	true	0			0		0
interactive short 2.0	timeout 2000	true	0			0		0
interactive short 2.0	timeout 20000 void simple	true	0			0		0
interactive short 2.0	timeout 20000 void	true	0			0		0
interactive short 2.0	timeout 20000	true	0			0		0
interactive short 2.0	timeout 5000 void simple	true	0			0		0
interactive short 2.0	timeout 5000 void	true	0			0		0
interactive short 2.0	timeout 5000	true	0			0		0
interactive short 2.1	baseline	true	0			0		0
interactive short 2.1	cardinality once void simple	true	0			0		0
interactive short 2.1	cardinality once void	true	0			0		0
interactive short 2.1	cardinality once	true	0			0		0
interactive short 2.1	cardinality unlimited void simple	true	0			0		0
interactive short 2.1	cardinality unlimited void	true	0			0		0
interactive short 2.1	cardinality unlimited	true	0			0		0
interactive short 2.1	overhead simple	true	0			0		0
interactive short 2.1	overhead	true	0			0		0
interactive short 2.1	timeout 100 void simple	true	0			0		0
interactive short 2.1	timeout 100 void	true	0			0		0
interactive short 2.1	timeout 100	true	0			0		0
interactive short 2.1	timeout 1000 void simple	true	0			0		0
interactive short 2.1	timeout 1000 void	true	0			0		0
interactive short 2.1	timeout 1000	true	0			0		0
interactive short 2.1	timeout 10000 void simple	true	0			0		0
interactive short 2.1	timeout 10000 void	true	0			0		0
interactive short 2.1	timeout 10000	true	0			0		0
interactive short 2.1	timeout 2000 void simple	true	0			0		0
interactive short 2.1	timeout 2000 void	true	0			0		0
interactive short 2.1	timeout 2000	true	0			0		0
interactive short 2.1	timeout 20000 void simple	true	0			0		0
interactive short 2.1	timeout 20000 void	true	0			0		0
interactive short 2.1	timeout 20000	true	0			0		0
interactive short 2.1	timeout 5000 void simple	true	0			0		0
interactive short 2.1	timeout 5000 void	true	0			0		0
interactive short 2.1	timeout 5000	true	0			0		0
interactive short 2.2	baseline	true	0			0		0
interactive short 2.2	cardinality once void simple	true	0			0		0
interactive short 2.2	cardinality once void	true	0			0		0
interactive short 2.2	cardinality once	true	0			0		0
interactive short 2.2	cardinality unlimited void simple	true	0			0		0
interactive short 2.2	cardinality unlimited void	true	0			0		0
interactive short 2.2	cardinality unlimited	true	0			0		0
interactive short 2.2	overhead simple	true	0			0		0
interactive short 2.2	overhead	true	0			0		0
interactive short 2.2	timeout 100 void simple	true	0			0		0
interactive short 2.2	timeout 100 void	true	0			0		0
interactive short 2.2	timeout 100	true	0			0		0
interactive short 2.2	timeout 1000 void simple	true	0			0		0
interactive short 2.2	timeout 1000 void	true	0			0		0
interactive short 2.2	timeout 1000	true	0			0		0
interactive short 2.2	timeout 10000 void simple	true	0			0		0
interactive short 2.2	timeout 10000 void	true	0			0		0
interactive short 2.2	timeout 10000	true	0			0		0
interactive short 2.2	timeout 2000 void simple	true	0			0		0
interactive short 2.2	timeout 2000 void	true	0			0		0
interactive short 2.2	timeout 2000	true	0			0		0
interactive short 2.2	timeout 20000 void simple	true	0			0		0
interactive short 2.2	timeout 20000 void	true	0			0		0
interactive short 2.2	timeout 20000	true	0			0		0
interactive short 2.2	timeout 5000 void simple	true	0			0		0
interactive short 2.2	timeout 5000 void	true	0			0		0
interactive short 2.2	timeout 5000	true	0			0		0
interactive short 2.3	baseline	true	0			0		0
interactive short 2.3	cardinality once void simple	true	0			0		0
interactive short 2.3	cardinality once void	true	0			0		0
interactive short 2.3	cardinality once	true	0			0		0
interactive short 2.3	cardinality unlimited void simple	true	0			0		0
interactive short 2.3	cardinality unlimited void	true	0			0		0
interactive short 2.3	cardinality unlimited	true	0			0		0
interactive short 2.3	overhead simple	true	0			0		0
interactive short 2.3	overhead	true	0			0		0
interactive short 2.3	timeout 100 void simple	true	0			0		0
interactive short 2.3	timeout 100 void	true	0			0		0
interactive short 2.3	timeout 100	true	0			0		0
interactive short 2.3	timeout 1000 void simple	true	0			0		0
interactive short 2.3	timeout 1000 void	true	0			0		0
interactive short 2.3	timeout 1000	true	0			0		0
interactive short 2.3	timeout 10000 void simple	true	0			0		0
interactive short 2.3	timeout 10000 void	true	0			0		0
interactive short 2.3	timeout 10000	true	0			0		0
interactive short 2.3	timeout 2000 void simple	true	0			0		0
interactive short 2.3	timeout 2000 void	true	0			0		0
interactive short 2.3	timeout 2000	true	0			0		0
interactive short 2.3	timeout 20000 void simple	true	0			0		0
interactive short 2.3	timeout 20000 void	true	0			0		0
interactive short 2.3	timeout 20000	true	0			0		0
interactive short 2.3	timeout 5000 void simple	true	0			0		0
interactive short 2.3	timeout 5000 void	true	0			0		0
interactive short 2.3	timeout 5000	true	0			0		0
interactive short 2.4	baseline	true	0			0		0
interactive short 2.4	cardinality once void simple	true	0			0		0
interactive short 2.4	cardinality once void	true	0			0		0
interactive short 2.4	cardinality once	true	0			0		0
interactive short 2.4	cardinality unlimited void simple	true	0			0		0
interactive short 2.4	cardinality unlimited void	true	0			0		0
interactive short 2.4	cardinality unlimited	true	0			0		0
interactive short 2.4	overhead simple	true	0			0		0
interactive short 2.4	overhead	true	0			0		0
interactive short 2.4	timeout 100 void simple	true	0			0		0
interactive short 2.4	timeout 100 void	true	0			0		0
interactive short 2.4	timeout 100	true	0			0		0
interactive short 2.4	timeout 1000 void simple	true	0			0		0
interactive short 2.4	timeout 1000 void	true	0			0		0
interactive short 2.4	timeout 1000	true	0			0		0
interactive short 2.4	timeout 10000 void simple	true	0			0		0
interactive short 2.4	timeout 10000 void	true	0			0		0
interactive short 2.4	timeout 10000	true	0			0		0
interactive short 2.4	timeout 2000 void simple	true	0			0		0
interactive short 2.4	timeout 2000 void	true	0			0		0
interactive short 2.4	timeout 2000	true	0			0		0
interactive short 2.4	timeout 20000 void simple	true	0			0		0
interactive short 2.4	timeout 20000 void	true	0			0		0
interactive short 2.4	timeout 20000	true	0			0		0
interactive short 2.4	timeout 5000 void simple	true	0			0		0
interactive short 2.4	timeout 5000 void	true	0			0		0
interactive short 2.4	timeout 5000	true	0			0		0
interactive short 3.0	baseline	true	0			0		0
interactive short 3.0	cardinality once void simple	true	182			7.278		0
interactive short 3.0	cardinality once void	true	0			0		0
interactive short 3.0	cardinality once	true	0			0		0
interactive short 3.0	cardinality unlimited void simple	true	562			11.786		0
interactive short 3.0	cardinality unlimited void	true	0			0		0
interactive short 3.0	cardinality unlimited	true	0			0		0
interactive short 3.0	overhead simple	true	0			0		0
interactive short 3.0	overhead	true	0			0		0
interactive short 3.0	timeout 100 void simple	true	9			0.113		0
interactive short 3.0	timeout 100 void	true	48			0.439		0
interactive short 3.0	timeout 100	true	9			0.309		0
interactive short 3.0	timeout 1000 void simple	true	107			1.445		0
interactive short 3.0	timeout 1000 void	true	121			1.24		0
interactive short 3.0	timeout 1000	true	121			1.368		0
interactive short 3.0	timeout 10000 void simple	true	393			11.028		0
interactive short 3.0	timeout 10000 void	false	562	1.376	1.376	10.919	0.688	0
interactive short 3.0	timeout 10000	false	523	5.991	5.991	10.747	2.995	0
interactive short 3.0	timeout 2000 void simple	true	170			2.627		0
interactive short 3.0	timeout 2000 void	false	205	0.925	0.925	2.941	0.463	0
interactive short 3.0	timeout 2000	false	183	0.377	0.377	2.961	0.189	0
interactive short 3.0	timeout 20000 void simple	false	694	10.009	10.009	20.681	5.005	0
interactive short 3.0	timeout 20000 void	false	694	2.264	2.264	20.83	1.132	0
interactive short 3.0	timeout 20000	false	697	8.446	8.446	21.086	4.223	0
interactive short 3.0	timeout 5000 void simple	true	270			5.661		0
interactive short 3.0	timeout 5000 void	true	255			5.628		0
interactive short 3.0	timeout 5000	true	289			5.529		0
interactive short 3.1	baseline	true	0			0		0
interactive short 3.1	cardinality once void simple	true	225			1.475		0
interactive short 3.1	cardinality once void	true	0			0		0
interactive short 3.1	cardinality once	true	0			0		0
interactive short 3.1	cardinality unlimited void simple	true	191			6.741		0
interactive short 3.1	cardinality unlimited void	true	0			0		0
interactive short 3.1	cardinality unlimited	true	0			0		0
interactive short 3.1	overhead simple	true	0			0		0
interactive short 3.1	overhead	true	0			0		0
interactive short 3.1	timeout 100 void simple	true	253			0.59		0
interactive short 3.1	timeout 100 void	true	195			0.868		0
interactive short 3.1	timeout 100	true	157			0.371		0
interactive short 3.1	timeout 1000 void simple	true	289			2.05		0
interactive short 3.1	timeout 1000 void	true	382			2.241		0
interactive short 3.1	timeout 1000	true	321			1.67		0
interactive short 3.1	timeout 10000 void simple	true	798			10.968		0
interactive short 3.1	timeout 10000 void	true	667			10.523		0
interactive short 3.1	timeout 10000	true	747			11.431		0
interactive short 3.1	timeout 2000 void simple	true	235			2.509		0
interactive short 3.1	timeout 2000 void	true	275			3.136		0
interactive short 3.1	timeout 2000	true	325			2.506		0
interactive short 3.1	timeout 20000 void simple	true	841			20.425		0
interactive short 3.1	timeout 20000 void	false	905	5.891	5.891	15.858	2.946	0
interactive short 3.1	timeout 20000	false	818	10.379	10.379	20.587	5.189	0
interactive short 3.1	timeout 5000 void simple	true	510			6.029		0
interactive short 3.1	timeout 5000 void	false	791	1.925	1.925	7.229	0.963	0
interactive short 3.1	timeout 5000	true	596			6.021		0
interactive short 3.2	baseline	true	0			0		0
interactive short 3.2	cardinality once void simple	true	0			0		0
interactive short 3.2	cardinality once void	true	0			0		0
interactive short 3.2	cardinality once	true	0			0		0
interactive short 3.2	cardinality unlimited void simple	true	337			3.819		0
interactive short 3.2	cardinality unlimited void	true	243			3.627		0
interactive short 3.2	cardinality unlimited	true	0			0		0
interactive short 3.2	overhead simple	true	0			0		0
interactive short 3.2	overhead	true	0			0		0
interactive short 3.2	timeout 100 void simple	true	364			0.299		0
interactive short 3.2	timeout 100 void	true	342			0.611		0
interactive short 3.2	timeout 100	true	251			0.74		0
interactive short 3.2	timeout 1000 void simple	true	874			2.466		0
interactive short 3.2	timeout 1000 void	true	437			2.319		0
interactive short 3.2	timeout 1000	true	313			2.0		0
interactive short 3.2	timeout 10000 void simple	true	1451			11.399		0
interactive short 3.2	timeout 10000 void	true	759			10.74		0
interactive short 3.2	timeout 10000	true	1178			10.575		0
interactive short 3.2	timeout 2000 void simple	true	0			0		0
interactive short 3.2	timeout 2000 void	true	455			2.923		0
interactive short 3.2	timeout 2000	true	524			2.435		0
interactive short 3.2	timeout 20000 void simple	true	1422			20.821		0
interactive short 3.2	timeout 20000 void	true	1630			20.405		0
interactive short 3.2	timeout 20000	true	1412			21.139		0
interactive short 3.2	timeout 5000 void simple	true	731			6.066		0
interactive short 3.2	timeout 5000 void	true	516			5.733		0
interactive short 3.2	timeout 5000	true	584			5.434		0
interactive short 3.3	baseline	true	0			0		0
interactive short 3.3	cardinality once void simple	true	0			0		0
interactive short 3.3	cardinality once void	true	0			0		0
interactive short 3.3	cardinality once	true	0			0		0
interactive short 3.3	cardinality unlimited void simple	true	0			0		0
interactive short 3.3	cardinality unlimited void	true	0			0		0
interactive short 3.3	cardinality unlimited	true	0			0		0
interactive short 3.3	overhead simple	true	0			0		0
interactive short 3.3	overhead	true	0			0		0
interactive short 3.3	timeout 100 void simple	true	556			1.756		0
interactive short 3.3	timeout 100 void	true	359			0.142		0
interactive short 3.3	timeout 100	true	696			1.204		0
interactive short 3.3	timeout 1000 void simple	true	1208			2.489		0
interactive short 3.3	timeout 1000 void	true	592			4.058		0
interactive short 3.3	timeout 1000	true	801			2.088		0
interactive short 3.3	timeout 10000 void simple	true	1651			12.097		0
interactive short 3.3	timeout 10000 void	true	1092			11.842		0
interactive short 3.3	timeout 10000	true	1699			10.528		0
interactive short 3.3	timeout 2000 void simple	true	888			3.628		0
interactive short 3.3	timeout 2000 void	true	763			3.545		0
interactive short 3.3	timeout 2000	true	828			2.99		0
interactive short 3.3	timeout 20000 void simple	true	1704			21.618		0
interactive short 3.3	timeout 20000 void	true	1730			22.481		0
interactive short 3.3	timeout 20000	true	1758			22.038		0
interactive short 3.3	timeout 5000 void simple	true	1273			6.408		0
interactive short 3.3	timeout 5000 void	true	942			6.399		0
interactive short 3.3	timeout 5000	true	902			5.989		0
interactive short 3.4	baseline	true	0			0		0
interactive short 3.4	cardinality once void simple	true	386			7.176		0
interactive short 3.4	cardinality once void	true	0			0		0
interactive short 3.4	cardinality once	true	0			0		0
interactive short 3.4	cardinality unlimited void simple	true	374			10.135		0
interactive short 3.4	cardinality unlimited void	true	0			0		0
interactive short 3.4	cardinality unlimited	true	0			0		0
interactive short 3.4	overhead simple	true	0			0		0
interactive short 3.4	overhead	true	0			0		0
interactive short 3.4	timeout 100 void simple	true	557			0.81		0
interactive short 3.4	timeout 100 void	true	838			1.712		0
interactive short 3.4	timeout 100	true	651			0.72		0
interactive short 3.4	timeout 1000 void simple	true	2131			1.926		0
interactive short 3.4	timeout 1000 void	true	820			1.925		0
interactive short 3.4	timeout 1000	true	0			0		0
interactive short 3.4	timeout 10000 void simple	true	2737			12.892		0
interactive short 3.4	timeout 10000 void	true	1692			12.28		0
interactive short 3.4	timeout 10000	true	1567			11.165		0
interactive short 3.4	timeout 2000 void simple	true	1154			4.154		0
interactive short 3.4	timeout 2000 void	true	1157			4.906		0
interactive short 3.4	timeout 2000	true	1099			2.926		0
interactive short 3.4	timeout 20000 void simple	true	1974			17.985		0
interactive short 3.4	timeout 20000 void	true	2251			21.8		0
interactive short 3.4	timeout 20000	true	1938			20.893		0
interactive short 3.4	timeout 5000 void simple	true	1376			6.904		0
interactive short 3.4	timeout 5000 void	true	1317			5.785		0
interactive short 3.4	timeout 5000	true	1166			5.936		0
interactive short 4.0	baseline	false	1	0.287	0.287	0.287	0.143	0
interactive short 4.0	cardinality once void simple	false	255	7.402	7.402	8.765	3.701	0
interactive short 4.0	cardinality once void	false	1	0.181	0.181	0.182	0.09	0
interactive short 4.0	cardinality once	false	1	0.134	0.134	0.136	0.067	0
interactive short 4.0	cardinality unlimited void simple	false	363	7.365	7.365	7.571	3.683	0
interactive short 4.0	cardinality unlimited void	false	1	0.033	0.033	0.034	0.017	0
interactive short 4.0	cardinality unlimited	false	1	0.274	0.274	0.274	0.137	0
interactive short 4.0	overhead simple	false	1	0.208	0.208	0.208	0.104	0
interactive short 4.0	overhead	false	1	0.183	0.183	0.184	0.091	0
interactive short 4.0	timeout 100 void simple	true	237			0.955		0
interactive short 4.0	timeout 100 void	true	127			0.478		0
interactive short 4.0	timeout 100	true	95			0.984		0
interactive short 4.0	timeout 1000 void simple	true	110			1.618		0
interactive short 4.0	timeout 1000 void	true	209			2.544		0
interactive short 4.0	timeout 1000	true	303			2.421		0
interactive short 4.0	timeout 10000 void simple	true	579			11.562		0
interactive short 4.0	timeout 10000 void	false	614	5.392	5.392	9.749	2.696	0
interactive short 4.0	timeout 10000	false	883	8.255	8.255	8.367	4.128	0
interactive short 4.0	timeout 2000 void simple	true	181			2.73		0
interactive short 4.0	timeout 2000 void	true	148			2.759		0
interactive short 4.0	timeout 2000	true	114			2.623		0
interactive short 4.0	timeout 20000 void simple	false	872	13.395	13.395	14.869	6.697	0
interactive short 4.0	timeout 20000 void	false	851	7.678	7.678	14.809	3.839	0
interactive short 4.0	timeout 20000	false	329	5.859	5.859	6.054	2.929	0
interactive short 4.0	timeout 5000 void simple	true	955			7.614		0
interactive short 4.0	timeout 5000 void	true	737			7.284		0
interactive short 4.0	timeout 5000	true	274			6.533		0
interactive short 4.1	baseline	false	1	0.001	0.001	0.002	0.001	0
interactive short 4.1	cardinality once void simple	false	702	10.304	10.304	10.821	5.152	0
interactive short 4.1	cardinality once void	false	1	0.01	0.01	0.01	0.005	0
interactive short 4.1	cardinality once	false	1	0.004	0.004	0.005	0.002	0
interactive short 4.1	cardinality unlimited void simple	false	840	9.902	9.902	10.982	4.951	0
interactive short 4.1	cardinality unlimited void	false	1	0.012	0.012	0.012	0.006	0
interactive short 4.1	cardinality unlimited	false	1	0.005	0.005	0.006	0.003	0
interactive short 4.1	overhead simple	false	1	0.002	0.002	0.002	0.001	0
interactive short 4.1	overhead	false	1	0.01	0.01	0.01	0.005	0
interactive short 4.1	timeout 100 void simple	true	30			0.711		0
interactive short 4.1	timeout 100 void	true	89			0.382		0
interactive short 4.1	timeout 100	true	26			0.453		0
interactive short 4.1	timeout 1000 void simple	true	304			4.104		0
interactive short 4.1	timeout 1000 void	true	160			1.757		0
interactive short 4.1	timeout 1000	true	585			2.828		0
interactive short 4.1	timeout 10000 void simple	true	788			13.926		0
interactive short 4.1	timeout 10000 void	false	593	1.753	1.753	5.535	0.876	0
interactive short 4.1	timeout 10000	false	631	5.693	5.693	5.767	2.846	0
interactive short 4.1	timeout 2000 void simple	true	248			4.734		0
interactive short 4.1	timeout 2000 void	true	395			3.948		0
interactive short 4.1	timeout 2000	true	401			4.399		0
interactive short 4.1	timeout 20000 void simple	true	1335			15.656		0
interactive short 4.1	timeout 20000 void	false	468	9.128	9.128	9.228	4.564	0
interactive short 4.1	timeout 20000	false	346	5.636	5.636	5.922	2.818	0
interactive short 4.1	timeout 5000 void simple	true	504			6.295		0
interactive short 4.1	timeout 5000 void	true	512			6.564		0
interactive short 4.1	timeout 5000	true	391			4.706		0
interactive short 4.2	baseline	false	13	0.021	0.021	0.116	0.011	0
interactive short 4.2	cardinality once void simple	false	490	14.633	14.633	15.203	7.316	0
interactive short 4.2	cardinality once void	false	13	0.026	0.026	0.165	0.013	0
interactive short 4.2	cardinality once	false	13	0.046	0.046	0.149	0.023	0
interactive short 4.2	cardinality unlimited void simple	false	678	7.623	7.623	8.32	3.812	0
interactive short 4.2	cardinality unlimited void	false	13	0.017	0.017	0.206	0.009	0
interactive short 4.2	cardinality unlimited	false	13	0.051	0.051	0.11	0.025	0
interactive short 4.2	overhead simple	false	13	0.028	0.028	0.119	0.014	0
interactive short 4.2	overhead	false	13	0.031	0.031	0.177	0.015	0
interactive short 4.2	timeout 100 void simple	true	79			0.462		0
interactive short 4.2	timeout 100 void	true	60			0.335		0
interactive short 4.2	timeout 100	true	44			0.767		0
interactive short 4.2	timeout 1000 void simple	true	413			3.812		0
interactive short 4.2	timeout 1000 void	true	277			2.383		0
interactive short 4.2	timeout 1000	true	219			2.659		0
interactive short 4.2	timeout 10000 void simple	true	876			13.51		0
interactive short 4.2	timeout 10000 void	false	836	3.747	3.747	7.612	1.873	0
interactive short 4.2	timeout 10000	false	1009	3.948	3.948	7.36	1.974	0
interactive short 4.2	timeout 2000 void simple	true	244			2.719		0
interactive short 4.2	timeout 2000 void	true	264			3.565		0
interactive short 4.2	timeout 2000	true	323			2.9		0
interactive short 4.2	timeout 20000 void simple	true	1556			18.996		0
interactive short 4.2	timeout 20000 void	false	814	11.831	11.831	15.476	5.915	0
interactive short 4.2	timeout 20000	false	569	5.688	5.688	7.985	2.844	0
interactive short 4.2	timeout 5000 void simple	true	676			8.269		0
interactive short 4.2	timeout 5000 void	true	429			6.078		0
interactive short 4.2	timeout 5000	true	541			4.725		0
interactive short 4.3	baseline	false	18	0.019	0.019	0.14	0.009	0
interactive short 4.3	cardinality once void simple	false	847	20.467	20.467	20.775	10.233	0
interactive short 4.3	cardinality once void	false	18	0.018	0.018	0.153	0.009	0
interactive short 4.3	cardinality once	false	18	0.016	0.016	0.171	0.008	0
interactive short 4.3	cardinality unlimited void simple	false	548	10.479	10.479	10.975	5.239	0
interactive short 4.3	cardinality unlimited void	false	18	0.018	0.018	0.146	0.009	0
interactive short 4.3	cardinality unlimited	false	18	0.05	0.05	0.159	0.025	0
interactive short 4.3	overhead simple	false	18	0.006	0.006	0.148	0.003	0
interactive short 4.3	overhead	false	18	0.019	0.019	0.163	0.009	0
interactive short 4.3	timeout 100 void simple	true	213			0.949		0
interactive short 4.3	timeout 100 void	true	160			2.227		0
interactive short 4.3	timeout 100	true	97			0.602		0
interactive short 4.3	timeout 1000 void simple	true	562			4.387		0
