name;id;error;time;timeout;results;resultsMin;resultsMax;timestamps;timestampsMin;timestampsMax;httpRequests;restarts
interactive-discover-1;0;false;10701.5;false;6;6;6;10592 10757 10791 10802 10831 11288;10592 10757 10791 10802 10831 11288;10592 10757 10791 10802 10831 11288;127;1
interactive-discover-1;1;false;7753.75;false;4;4;4;6717 7524 7785 7897;6717 7524 7785 7897;6717 7524 7785 7897;19;1
interactive-discover-1;2;false;7095.125;false;1;1;1;7447;7447;7447;16;0
interactive-discover-1;3;false;18663.125;false;14;14;14;9147 9195 9250 9349 9399 9536 10641 11001 11058 11118 11135 11202 11241 18889;9147 9195 9250 9349 9399 9536 10641 11001 11058 11118 11135 11202 11241 18889;9147 9195 9250 9349 9399 9536 10641 11001 11058 11118 11135 11202 11241 18889;223;1
interactive-discover-1;4;false;11366.75;false;8;8;8;9802 9845 10886 10924 10940 10986 11072 11538;9802 9845 10886 10924 10940 10986 11072 11538;9802 9845 10886 10924 10940 10986 11072 11538;122;1
interactive-discover-2;0;false;12666.875;false;66;66;66;9172 9193 9214 9237 9242 9258 9279 9305 9336 9362 9367 9395 9570 9666 9692 9738 9778 9820 9854 9884 9895 9913 9934 9978 10009 10026 10058 10064 10110 10133 10160 10195 10260 10303 10312 10336 10378 10418 10467 10505 10516 10545 10567 10609 10617 10636 10644 10671 10683 10706 10719 10728 10731 10745 10753 10761 10763 10766 10767 10772 10775 11818 15137 15137 15138 15141;9172 9193 9214 9237 9242 9258 9279 9305 9336 9362 9367 9395 9570 9666 9692 9738 9778 9820 9854 9884 9895 9913 9934 9978 10009 10026 10058 10064 10110 10133 10160 10195 10260 10303 10312 10336 10378 10418 10467 10505 10516 10545 10567 10609 10617 10636 10644 10671 10683 10706 10719 10728 10731 10745 10753 10761 10763 10766 10767 10772 10775 11818 15137 15137 15138 15141;9172 9193 9214 9237 9242 9258 9279 9305 9336 9362 9367 9395 9570 9666 9692 9738 9778 9820 9854 9884 9895 9913 9934 9978 10009 10026 10058 10064 10110 10133 10160 10195 10260 10303 10312 10336 10378 10418 10467 10505 10516 10545 10567 10609 10617 10636 10644 10671 10683 10706 10719 10728 10731 10745 10753 10761 10763 10766 10767 10772 10775 11818 15137 15137 15138 15141;128;1
interactive-discover-2;1;false;8110.75;false;46;46;46;7518 7527 7541 7548 7667 7674 7684 7686 7704 7711 7716 7720 7729 7767 7777 7788 7806 7808 7816 8104 8121 8172 8179 8196 8216 8231 8259 8271 8271 8274 8274 8276 8277 8277 8278 8278 8278 8278 8279 8279 8279 8280 8280 8280 8280 8280;7518 7527 7541 7548 7667 7674 7684 7686 7704 7711 7716 7720 7729 7767 7777 7788 7806 7808 7816 8104 8121 8172 8179 8196 8216 8231 8259 8271 8271 8274 8274 8276 8277 8277 8278 8278 8278 8278 8279 8279 8279 8280 8280 8280 8280 8280;7518 7527 7541 7548 7667 7674 7684 7686 7704 7711 7716 7720 7729 7767 7777 7788 7806 7808 7816 8104 8121 8172 8179 8196 8216 8231 8259 8271 8271 8274 8274 8276 8277 8277 8278 8278 8278 8278 8279 8279 8279 8280 8280 8280 8280 8280;20;1
interactive-discover-2;2;false;7849.5;false;32;32;32;8059 8071 8105 8113 8132 8156 8185 8193 8195 8201 8207 8229 8231 8240 8255 8264 8266 8273 8294 8329 8330 8348 8355 8363 8364 8365 8366 8366 8367 8368 8368 8370;8059 8071 8105 8113 8132 8156 8185 8193 8195 8201 8207 8229 8231 8240 8255 8264 8266 8273 8294 8329 8330 8348 8355 8363 8364 8365 8366 8366 8367 8368 8368 8370;8059 8071 8105 8113 8132 8156 8185 8193 8195 8201 8207 8229 8231 8240 8255 8264 8266 8273 8294 8329 8330 8348 8355 8363 8364 8365 8366 8366 8367 8368 8368 8370;17;1
interactive-discover-2;3;false;22284.25;false;198;198;198;9764 9884 10033 10074 10190 10600 10600 10725 10725 10859 10859 11011 11011 11074 11074 11147 11147 11197 11278 11344 11364 11453 11540 11622 11665 11685 11746 11830 11897 11958 12020 12038 12111 12153 12201 12985 13105 13305 13360 13465 13553 13617 13694 13798 13815 13883 13939 13972 13997 14023 14032 14061 14084 14099 14134 14140 14155 14175 14184 14187 14191 14193 14194 14194 14195 14196 14196 14196 14197 14197 14198 14220 14303 14396 14484 14535 14620 14700 17249 17424 17446 17579 17647 17741 17833 17882 17888 17915 17942 17965 17981 17987 18004 18020 18036 18044 18052 18054 18060 18066 18073 18075 18076 18077 18078 18078 18079 18079 18080 18081 18081 18081 18081 18081 18082 18082 18082 18082 18083 18083 18083 18083 18084 18793 18845 18859 18912 18980 19032 19079 19118 19131 19180 22748 22767 22777 22783 22789 22796 22798 22802 22803 22804 22805 22805 22806 22806 22806 22806 22807 22807 22807 22807 22807 22808 22808 22808 22808 22808 22808 22808 22808 22809 22809 22809 22809 22809 22809 22809 22809 22809 22810 22810 22810 22810 22810 22810 22810 22810 22810 22811 22811 22811 22811 22811 22811 22811 22811 22811 22812 22812 22812 22812 22812 22812 22812 22813 22813;9764 9884 10033 10074 10190 10600 10600 10725 10725 10859 10859 11011 11011 11074 11074 11147 11147 11197 11278 11344 11364 11453 11540 11622 11665 11685 11746 11830 11897 11958 12020 12038 12111 12153 12201 12985 13105 13305 13360 13465 13553 13617 13694 13798 13815 13883 13939 13972 13997 14023 14032 14061 14084 14099 14134 14140 14155 14175 14184 14187 14191 14193 14194 14194 14195 14196 14196 14196 14197 14197 14198 14220 14303 14396 14484 14535 14620 14700 17249 17424 17446 17579 17647 17741 17833 17882 17888 17915 17942 17965 17981 17987 18004 18020 18036 18044 18052 18054 18060 18066 18073 18075 18076 18077 18078 18078 18079 18079 18080 18081 18081 18081 18081 18081 18082 18082 18082 18082 18083 18083 18083 18083 18084 18793 18845 18859 18912 18980 19032 19079 19118 19131 19180 22748 22767 22777 22783 22789 22796 22798 22802 22803 22804 22805 22805 22806 22806 22806 22806 22807 22807 22807 22807 22807 22808 22808 22808 22808 22808 22808 22808 22808 22809 22809 22809 22809 22809 22809 22809 22809 22809 22810 22810 22810 22810 22810 22810 22810 22810 22810 22811 22811 22811 22811 22811 22811 22811 22811 22811 22812 22812 22812 22812 22812 22812 22812 22813 22813;9764 9884 10033 10074 10190 10600 10600 10725 10725 10859 10859 11011 11011 11074 11074 11147 11147 11197 11278 11344 11364 11453 11540 11622 11665 11685 11746 11830 11897 11958 12020 12038 12111 12153 12201 12985 13105 13305 13360 13465 13553 13617 13694 13798 13815 13883 13939 13972 13997 14023 14032 14061 14084 14099 14134 14140 14155 14175 14184 14187 14191 14193 14194 14194 14195 14196 14196 14196 14197 14197 14198 14220 14303 14396 14484 14535 14620 14700 17249 17424 17446 17579 17647 17741 17833 17882 17888 17915 17942 17965 17981 17987 18004 18020 18036 18044 18052 18054 18060 18066 18073 18075 18076 18077 18078 18078 18079 18079 18080 18081 18081 18081 18081 18081 18082 18082 18082 18082 18083 18083 18083 18083 18084 18793 18845 18859 18912 18980 19032 19079 19118 19131 19180 22748 22767 22777 22783 22789 22796 22798 22802 22803 22804 22805 22805 22806 22806 22806 22806 22807 22807 22807 22807 22807 22808 22808 22808 22808 22808 22808 22808 22808 22809 22809 22809 22809 22809 22809 22809 22809 22809 22810 22810 22810 22810 22810 22810 22810 22810 22810 22811 22811 22811 22811 22811 22811 22811 22811 22811 22812 22812 22812 22812 22812 22812 22812 22813 22813;224;1
interactive-discover-2;4;false;17200.5;false;98;98;98;9054 9081 9086 9103 9114 9140 9180 9189 9210 9239 9278 9313 9362 9436 9490 9523 9583 9644 9664 9758 9784 9813 9848 9875 9895 9902 9923 9959 9988 10001 10029 10073 10082 10108 10199 10243 10368 10414 10475 10644 10685 10719 10758 10795 10820 10855 10888 10916 10944 10981 11012 11044 11078 11133 11172 11235 11331 11377 11412 11459 11514 11560 11588 11628 11668 11715 11760 11806 11846 11885 11894 11935 11966 11997 12027 12055 14616 14652 14681 14728 14760 14791 14799 14825 14839 14848 14864 14879 14892 14901 14912 14921 14932 14939 14942 14944 14945 20899;9054 9081 9086 9103 9114 9140 9180 9189 9210 9239 9278 9313 9362 9436 9490 9523 9583 9644 9664 9758 9784 9813 9848 9875 9895 9902 9923 9959 9988 10001 10029 10073 10082 10108 10199 10243 10368 10414 10475 10644 10685 10719 10758 10795 10820 10855 10888 10916 10944 10981 11012 11044 11078 11133 11172 11235 11331 11377 11412 11459 11514 11560 11588 11628 11668 11715 11760 11806 11846 11885 11894 11935 11966 11997 12027 12055 14616 14652 14681 14728 14760 14791 14799 14825 14839 14848 14864 14879 14892 14901 14912 14921 14932 14939 14942 14944 14945 20899;9054 9081 9086 9103 9114 9140 9180 9189 9210 9239 9278 9313 9362 9436 9490 9523 9583 9644 9664 9758 9784 9813 9848 9875 9895 9902 9923 9959 9988 10001 10029 10073 10082 10108 10199 10243 10368 10414 10475 10644 10685 10719 10758 10795 10820 10855 10888 10916 10944 10981 11012 11044 11078 11133 11172 11235 11331 11377 11412 11459 11514 11560 11588 11628 11668 11715 11760 11806 11846 11885 11894 11935 11966 11997 12027 12055 14616 14652 14681 14728 14760 14791 14799 14825 14839 14848 14864 14879 14892 14901 14912 14921 14932 14939 14942 14944 14945 20899;123;1
interactive-discover-3;0;false;14388.75;false;71;71;71;14732 14732 14732 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14737 14737 14737 14737;14732 14732 14732 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14737 14737 14737 14737;14732 14732 14732 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14733 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14734 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14735 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14736 14737 14737 14737 14737;254;1
interactive-discover-3;1;true;60078.125;false;0;0;0;;;;148;1
interactive-discover-3;2;false;28435.5;false;55;55;55;28451 28451 28451 28452 28452 28452 28452 28452 28452 28452 28452 28452 28452 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28455;28451 28451 28451 28452 28452 28452 28452 28452 28452 28452 28452 28452 28452 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28455;28451 28451 28451 28452 28452 28452 28452 28452 28452 28452 28452 28452 28452 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28453 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28454 28455;101;1
interactive-discover-3;3;true;60103.5;false;0;0;0;;;;430;1
interactive-discover-3;4;false;15154;false;142;142;142;15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15911 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15913 15913 15913 15913 15913 15913 15913 15913 15913 15914 15914 15914 15914 15914 15914 15914 15914 15914 15915 15915 15915 15915 15915 15915 15915 15915 15915 15916 15916 15916 15916 15916 15916 15916 15916 15916 15916 15917 15917 15917 15917 15917 15917 15917 15917 15917 15917 15918 15918 15918 15918 15918 15918 15918 15918 15918 15919 15919 15919 15919 15919 15919 15919 15919 15919 15919 15920 15920 15920 15920 15920 15920 15920 15920 15920 15920 15921 15921 15921 15921 15921 15921 15921 15921 15921 15921 15922 15922 15922;15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15911 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15913 15913 15913 15913 15913 15913 15913 15913 15913 15914 15914 15914 15914 15914 15914 15914 15914 15914 15915 15915 15915 15915 15915 15915 15915 15915 15915 15916 15916 15916 15916 15916 15916 15916 15916 15916 15916 15917 15917 15917 15917 15917 15917 15917 15917 15917 15917 15918 15918 15918 15918 15918 15918 15918 15918 15918 15919 15919 15919 15919 15919 15919 15919 15919 15919 15919 15920 15920 15920 15920 15920 15920 15920 15920 15920 15920 15921 15921 15921 15921 15921 15921 15921 15921 15921 15921 15922 15922 15922;15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15910 15911 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15912 15913 15913 15913 15913 15913 15913 15913 15913 15913 15914 15914 15914 15914 15914 15914 15914 15914 15914 15915 15915 15915 15915 15915 15915 15915 15915 15915 15916 15916 15916 15916 15916 15916 15916 15916 15916 15916 15917 15917 15917 15917 15917 15917 15917 15917 15917 15917 15918 15918 15918 15918 15918 15918 15918 15918 15918 15919 15919 15919 15919 15919 15919 15919 15919 15919 15919 15920 15920 15920 15920 15920 15920 15920 15920 15920 15920 15921 15921 15921 15921 15921 15921 15921 15921 15921 15921 15922 15922 15922;274;1
interactive-discover-4;0;false;12573.125;false;5;5;5;18896 18896 18896 18896 18896;18896 18896 18896 18896 18896;18896 18896 18896 18896 18896;144;1
interactive-discover-4;1;false;8204;false;3;3;3;8386 8386 8387;8386 8386 8387;8386 8386 8387;24;1
interactive-discover-4;2;false;7892.125;false;3;3;3;8121 8121 8122;8121 8121 8122;8121 8121 8122;21;1
interactive-discover-4;3;false;13306.125;false;3;3;3;16387 16387 16387;16387 16387 16387;16387 16387 16387;229;1
interactive-discover-4;4;true;10529.5;false;0;0;0;;;;143;1
interactive-discover-5;0;false;11084;false;15;15;15;8896 9431 9680 9680 9784 9824 10298 10318 10318 10788 10858 11005 11005 11139 11170;8896 9431 9680 9680 9784 9824 10298 10318 10318 10788 10858 11005 11005 11139 11170;8896 9431 9680 9680 9784 9824 10298 10318 10318 10788 10858 11005 11005 11139 11170;128;1
interactive-discover-5;1;false;7349.5;false;3;3;3;7181 7203 7707;7181 7203 7707;7181 7203 7707;20;1
interactive-discover-5;2;false;7291.375;false;3;3;3;7292 7342 7425;7292 7342 7425;7292 7342 7425;17;0
interactive-discover-5;3;false;11771.625;false;4;4;4;8030 9824 10349 12115;8030 9824 10349 12115;8030 9824 10349 12115;224;1
interactive-discover-5;4;false;10866.125;false;20;20;20;7659 8562 8753 9341 9352 9453 9511 10105 10340 10355 10478 10734 10734 10734 11020 11040 11040 11235 11235 11236;7659 8562 8753 9341 9352 9453 9511 10105 10340 10355 10478 10734 10734 10734 11020 11040 11040 11235 11235 11236;7659 8562 8753 9341 9352 9453 9511 10105 10340 10355 10478 10734 10734 10734 11020 11040 11040 11235 11235 11236;123;1
interactive-discover-6;0;true;60164.75;false;0;0;0;;;;2590;1
interactive-discover-6;1;false;7836.25;false;1;1;1;7982;7982;7982;20;1
interactive-discover-6;2;false;7476.75;false;1;1;1;7785;7785;7785;17;0
interactive-discover-6;3;false;60117.75;true;2;2;2;23926 60141;23926 60141;23926 60141;2275;1
